344	    0.428343    0.625337    0.996863    1.528712    1.566514    6.025987    6.451455    4.886845    2.319253    0.603092
345	    0.393558    0.607345    1.107815    1.859902    3.009761    6.328537    8.911351    9.235217    4.243814    1.061545
346	    1.034988    1.664112    3.296447    5.891401    8.015620   20.263159   26.047083   25.436172   11.764416    2.970298
347	    0.640809    1.078941    2.792449    5.042683    6.775434   19.013041   23.999521   23.232895   11.082152    2.947881
348	    1.225790    1.936110    3.502576    5.765438    8.038421   22.465719   29.825888   29.458925   14.803169    4.240784
349	    1.430187    2.308231    4.434053    8.318339   12.822693   20.870478   29.542286   30.035082   16.542744    5.438778
35	    0.579461    0.862417    1.386767    2.147346    3.082990    4.907938    5.845092    4.382138    1.918535    0.624537
350	    0.244395    0.393476    1.184033    1.719370    2.086965    7.995049    7.654016    5.452201    2.357277    0.543301
351	    0.197376    0.268356    0.379674    0.490682    0.491923    2.987461    3.327480    2.419930    1.090387    0.265712
352	    0.256721    0.380558    0.658323    1.054790    1.546224    2.036741    2.464996    2.684878    3.148372    2.943315
353	    0.287689    0.419078    0.644007    0.913527    1.177931    2.363295    3.321065    2.886170    1.517432    0.458664
354	    0.207734    0.294030    0.411282    0.573147    0.664824    2.624523    2.978531    2.176273    0.985163    0.239945
359	    0.493015    0.764755    1.602660    2.928738    4.340034    7.943272   10.438329   10.086814    4.664371    1.170199
36	    0.867771    1.260316    1.875664    2.770909    3.787503    4.877251    5.269898    4.926051    3.859945    3.853450
360	    0.291742    0.410076    0.738069    1.220955    1.520178    2.477806    2.598389    1.909151    0.860667    0.209708
361	    0.776756    1.348685    3.091701    6.209900    9.306046   15.496153   19.440651   18.401560    8.208861    1.981897
362	    0.345819    0.554525    1.131206    2.043908    2.939698    5.189077    6.325636    5.885681    2.530590    0.574853
363	    0.176496    0.258887    0.453166    1.138765    1.431654    1.677700    2.426078    1.865961    0.885392    0.231246
364	    1.103155    1.817569    3.723814    6.985990   10.387414   16.265224   20.791203   19.585011    8.478272    1.958222
365	    0.208983    0.349869    0.783608    1.498036    2.460154    5.180970    6.717760    6.715531    2.898136    0.659647
366	    0.425004    0.655194    1.393654    2.760408    5.243454   15.448359   22.088095   20.594368    7.576140    1.407242
367	    0.347901    0.532131    0.861498    1.691585    2.777932    4.823742    4.591034    2.878993    1.029993    0.184137
368	    0.546148    0.798738    1.228843    1.823406    2.333760    7.394424    8.641380    8.587482    7.348763    7.544963
369	    0.574318    0.817725    1.206360    1.877876    2.860621    8.050999    9.118097    9.219603    8.330718    8.627313
370	    0.574318    0.817725    1.206360    1.877876    2.860621    8.050999    9.118097    9.219603    8.330718    8.627313
371	    0.574318    0.817725    1.206360    1.877876    2.860621    8.050999    9.118097    9.219603    8.330718    8.627313
372	    0.574318    0.817725    1.206360    1.877876    2.860621    8.050999    9.118097    9.219603    8.330718    8.627313
373	    0.854825    1.284110    2.077830    3.172174    5.258993    7.903312    9.527125    9.882656    9.501197    9.811320
374	    0.733879    1.042395    1.523714    2.182475    3.104667    6.076262    7.074010    7.260888    6.629273    6.923719
375	    0.574318    0.817725    1.206360    1.877876    2.860621    8.050999    9.118097    9.219603    8.330718    8.627313
376	    0.574318    0.817725    1.206360    1.877876    2.860621    8.050999    9.118097    9.219603    8.330718    8.627313
377	    0.259363    0.338997    0.514950    0.765748    1.059894    4.429859    5.486845    5.806129    5.344549    5.479302
378	    0.259363    0.338997    0.514950    0.765748    1.059894    4.429859    5.486845    5.806129    5.344549    5.479302
381	    0.332778    0.530505    0.976756    1.528897    3.228416    4.548739    5.980594   14.433036   16.907145   16.159548
382	    0.332778    0.530505    0.976756    1.528897    3.228416    4.548739    5.980594   14.433036   16.907145   16.159548
383	    0.332778    0.530505    0.976756    1.528897    3.228416    4.548739    5.980594   14.433036   16.907145   16.159548
4	    0.962586    1.440978    2.211696    3.347015    4.770564    6.715779    8.606565    9.119226    8.855408    9.463449
42	    0.059769    0.082955    0.119791    0.173878    1.045391    2.083531    4.830071    6.479056    7.350868    6.633992
45	    0.059769    0.082955    0.119791    0.173878    1.045391    2.083531    4.830071    6.479056    7.350868    6.633992
46	    0.060414    0.082991    0.123354    0.198985    1.295553    1.788476    4.313965    5.790070    6.592701    5.983711
47	    0.060414    0.082991    0.123354    0.198985    1.295553    1.788476    4.313965    5.790070    6.592701    5.983711
5	    0.962586    1.440978    2.211696    3.347015    4.770564    6.715779    8.606565    9.119226    8.855408    9.463449
50	    0.059769    0.082955    0.119791    0.173878    1.045391    2.083531    4.830071    6.479056    7.350868    6.633992
6	    0.789389    1.127310    1.574822    2.161455    2.850965    3.538815    3.654459    3.244096    2.171829    1.023333
69	    0.806735    1.239894    2.297597    3.369400    4.939935   12.714367   23.027176   23.002851   10.777020    2.819692
7	    0.847485    1.282555    2.076157    3.346190    5.124135    8.085629   11.468827   13.141603   13.572513   14.334151
70	    0.384772    0.662065    1.854816    3.242469    4.788797    8.226484   10.481692   10.387347    4.797100    1.208808
71	    0.254961    0.391699    0.708025    1.735274    2.251043    2.441328    4.135918    3.284860    1.682323    0.487606
72	    0.946997    1.543131    2.952609    4.675819    6.795251   18.428730   28.116100   27.931221   15.062503    4.791041
73	    0.312547    0.541550    1.532247    3.236149    6.530751   11.758713   15.170749   17.099352   18.951248   19.005640
74	    0.312547    0.541550    1.532247    3.236149    6.530751   11.758713   15.170749   17.099352   18.951248   19.005640
75	    0.312547    0.541550    1.532247    3.236149    6.530751   11.758713   15.170749   17.099352   18.951248   19.005640
76	    0.152916    0.218099    0.366001    0.658200    1.156042    1.576581    1.995737    2.249156    2.327492    2.385567
77	    0.152916    0.218099    0.366001    0.658200    1.156042    1.576581    1.995737    2.249156    2.327492    2.385567
